125.000000	-3.525584	14.819975	73.654506	60.739144	-17.004546	23.878841	147.249789	359.172034	1.072990	-59.273843	184.958037	357.569481	106.053586	-171.526382	128.222561	415.400135	0.841342	0.949782	0.896269	0.843356	0.818095	0.847277	0.900484	450.174223	268901.283091	36.602670	976.087893	901.445701	93.932980	1783515487.913000	0.000000
126.000000	-3.374169	8.153238	64.986792	80.585048	20.866738	-45.880201	65.114339	166.610645	141.962120	27.903200	45.296251	201.136186	214.685067	188.803137	-49.203450	-44.261582	0.829456	0.961264	0.940093	0.800955	0.990995	0.986472	1.084663	548.008364	264744.951764	36.604504	1062.108170	1069.720726	97.602482	1783515487.916119	0.000000
127.000000	-2.974936	1.302304	53.434316	95.604209	64.487346	-20.680755	-16.355180	107.199257	248.582870	162.368056	53.948452	-54.407404	132.171649	283.938815	530.394381	70.740965	0.916224	0.815534	0.986220	0.889337	0.912911	0.872139	0.999950	491.521964	239410.935808	36.595052	1036.607508	938.248386	80.575045	1783515487.920672	0.000000
127.000000	-2.974936	1.302304	53.434316	95.604209	64.487346	-20.680755	-16.355180	107.199257	248.582870	162.368056	53.948452	-54.407404	132.171649	283.938815	530.394381	70.740965	0.916224	0.815534	0.986220	0.889337	0.912911	0.872139	0.999950	491.521964	239410.935808	36.595052	1036.607508	938.248386	80.575045	1783515487.920672	0.000000
128.000000	-2.326947	-3.636398	35.606770	85.168959	99.426312	43.520813	-14.417440	-8.297660	138.327280	180.149559	231.151178	41.145653	-48.032340	91.635666	536.218071	526.565174	0.826596	0.885936	0.886191	0.892492	0.891830	0.926176	1.062763	456.569020	268153.043728	36.595733	919.641843	918.811459	86.158600	1783515487.925320	0.000000
129.000000	-1.590086	-7.484006	20.042632	77.012999	125.294343	104.459033	29.074437	9.762447	-21.355451	133.149155	219.299907	226.795487	142.943093	-0.949091	-87.793121	49.228005	0.913186	0.829708	0.880607	0.928609	0.881060	0.827576	1.021813	537.214504	268591.839807	36.606838	1055.187307	1063.277274	94.178001	1783515487.928562	0.000000
128.000000	-2.326947	-3.636398	35.606770	85.168959	99.426312	43.520813	-14.417440	-8.297660	138.327280	180.149559	231.151178	41.145653	-48.032340	91.635666	536.218071	526.565174	0.826596	0.885936	0.886191	0.892492	0.891830	0.926176	1.062763	456.569020	268153.043728	36.595733	919.641843	918.811459	86.158600	1783515487.925320	0.000000
129.000000	-1.590086	-7.484006	20.042632	77.012999	125.294343	104.459033	29.074437	9.762447	-21.355451	133.149155	219.299907	226.795487	142.943093	-0.949091	-87.793121	49.228005	0.913186	0.829708	0.880607	0.928609	0.881060	0.827576	1.021813	537.214504	268591.839807	36.606838	1055.187307	1063.277274	94.178001	1783515487.928562	0.000000
130.000000	-0.860556	-9.136399	3.848143	52.466607	125.713717	139.415511	122.245559	49.631912	-56.533209	-25.548691	52.418548	257.993041	416.129125	335.862819	158.254336	9.261850	0.972633	0.811609	0.859868	0.981130	0.996916	0.800751	1.057221	534.674242	273734.467394	36.608330	906.877644	966.301115	91.177195	1783515487.932979	0.000000
130.000000	-0.860556	-9.136399	3.848143	52.466607	125.713717	139.415511	122.245559	49.631912	-56.533209	-25.548691	52.418548	257.993041	416.129125	335.862819	158.254336	9.261850	0.972633	0.811609	0.859868	0.981130	0.996916	0.800751	1.057221	534.674242	273734.467394	36.608330	906.877644	966.301115	91.177195	1783515487.932979	0.000000
131.000000	-0.008206	-5.971407	-0.605677	22.981968	75.310322	116.098519	146.408820	130.848037	77.904396	-0.251077	-120.057085	-32.070307	106.324524	223.630373	241.977695	383.011704	0.885711	0.906944	0.904459	0.969655	0.832542	0.948659	1.053569	453.681798	232274.940845	36.604287	999.961996	966.590661	85.663813	1783515487.937406	0.000000
132.000000	1.397532	-4.572267	-14.883074	-6.750901	36.649418	91.864221	173.872285	177.278709	214.731180	148.749445	176.145697	-15.715047	-92.490497	-5.326011	96.706697	137.116498	0.951057	0.942355	0.891041	0.892643	0.868648	0.895599	0.982431	473.491539	228170.467310	36.590427	1036.901409	1075.491319	91.301942	1783515487.940583	0.000000
131.000000	-0.008206	-5.971407	-0.605677	22.981968	75.310322	116.098519	146.408820	130.848037	77.904396	-0.251077	-120.057085	-32.070307	106.324524	223.630373	241.977695	383.011704	0.885711	0.906944	0.904459	0.969655	0.832542	0.948659	1.053569	453.681798	232274.940845	36.604287	999.961996	966.590661	85.663813	1783515487.937406	0.000000
132.000000	1.397532	-4.572267	-14.883074	-6.750901	36.649418	91.864221	173.872285	177.278709	214.731180	148.749445	176.145697	-15.715047	-92.490497	-5.326011	96.706697	137.116498	0.951057	0.942355	0.891041	0.892643	0.868648	0.895599	0.982431	473.491539	228170.467310	36.590427	1036.901409	1075.491319	91.301942	1783515487.940583	0.000000
133.000000	3.340177	-1.055760	-15.704007	-14.427428	3.965654	22.925506	78.036883	148.166288	231.956772	201.227209	528.247764	308.437009	405.895893	122.870462	29.677944	-100.643729	0.821268	0.848517	0.962226	0.931968	0.823115	0.995529	1.060371	458.243710	240208.941494	36.604682	1033.025021	1066.415096	95.339899	1783515487.945441	0.000000
133.000000	3.340177	-1.055760	-15.704007	-14.427428	3.965654	22.925506	78.036883	148.166288	231.956772	201.227209	528.247764	308.437009	405.895893	122.870462	29.677944	-100.643729	0.821268	0.848517	0.962226	0.931968	0.823115	0.995529	1.060371	458.243710	240208.941494	36.604682	1033.025021	1066.415096	95.339899	1783515487.945441	0.000000
